screen_name	created_at	text	location	followers_count
SkyNews	2021-02-08 17:26:53	"#COVID19: Boris Johnson has not ruled out a shake-up of the school calendar as part of a ""flat out"" bid to help pupils catch up from missed classroom time https://t.co/mAL5Rj11IW"	London, UK	6953932
SkyNews	2021-02-08 17:34:26	"Dr Nikki Kanani, NHS England medical director of primary care, says 'every eligible care home' has received a vaccine visit, adding that ""we will come back"" for anybody who did not receive their jab.

Get the latest on #COVID19: https://t.co/o8tzOPPQNc https://t.co/Qc9hyPM6b4"	London, UK	6953932
CandoEDO	2021-02-08 17:49:00	"Cando Connect Magazine is now published! 
FREE to download or to read online!
Please check it out!
2021 Scholarship Recipient Profiles; COVID19 Indigenous Business Taskforce; CEDI Graduating Partnership, plus much more!
#InspiringSuccess #cando2021
https://t.co/e99pTJTB12 https://t.co/s2FSFEz2Ih"	Edmonton, Alberta	1620
SSweetheartsPod	2021-02-08 17:49:00	"<U+0001F6A8><U+0001F6A8>BREAKING<U+0001F6A8><U+0001F6A8>

The #NHL has announced their tentative season start for the 2021-2022 season...

MARK YOUR CALENDAR for Wednesday, October 13 <U+0001F440>

Stay tuned for updates on how the offseason schedule will be adjusted to reflect the tentative timeline.

#HockeyTwitter #COVID19 https://t.co/iHtZlGUSck"	""	951
damiendctweet	2021-02-08 17:48:59	"What to Know About HIV and COVID-19
 https://t.co/PST8e1vAuA via @CDCgov
#COVID #COVID19 #COVIDandHIV"	Washington, DC	283
EXLresearch	2021-02-08 17:48:59	"Check out the following #research by @degruyter_TRS examining the pressures faced by #academicauthors during #COVID19: 

https://t.co/vZ1rN5YblF

#academictwitter #academicpublishing"	United States	1473
FDJT1403	2021-02-08 17:48:57	"@BernieSanders is one of our allies in Congress to pass the Covid19 Relief package. His leadership and experience is what we need now to help the American people. @POTUS @VP help is needed NOW in every American household with the exception of the big corporations.
Pass the Relief"	United States	3
FDJT1403	2021-02-08 17:45:16	I agree with @POTUS Congress needs to act soon and approve the Covid19 relief package. We need to move forward and help the American people. @SpeakerPelosi @SenSchumer @BernieSanders @AOC	United States	3
EsposaPerfecta	2021-02-08 17:48:56	The latest Diario Esposa Perfecta! https://t.co/ED8n0YvgUM Thanks to @mujercomotodas @jorcervan @pathbauer #aicm #covid19	~ Blogger ~	10055
USEmbassyLLW	2021-02-08 17:48:55	They met with religious leaders of several faiths to discuss balancing religious freedom with the rights to assembly during a global pandemic and what more can Malawian faith leaders do to combat COVID-19 in Malawi.    #interfaith  #ReligiousFreedom  #COVID19	Malawi	7287
clienttrack	2021-02-08 17:48:55	"Did you know HIV patients are at a higher risk for COVID-19? Utilizing whole person care is crucial, particularly for instances when compounding factors can greatly influence an individual’s health. #hiv #ryanwhite #covid19

https://t.co/GKOEFZ9lg9"	Salt Lake City, Utah	1387
ChordSounds	2021-02-08 17:48:53	Anyone else still believing this nonsense? #COVID19	Manchester, England	164
Eugene75264888	2021-02-08 17:48:50	@Poto_Answer @robertmarawa With all due respect, politicians funerals were not compliant to Covid19 regulations	Rustenburg, South Africa	33
garaadnoor	2021-02-08 17:48:47	Before ayear the world said: we need vaccine for Covid19 the vaccine is for All but now 9/10 of the poor cauntries have no vaccine.	""	602
itisntok	2021-02-08 17:48:47	"The @CBCNews  is reporting what @BBCNews won’t
https://t.co/HUZJl85z2Y 

@BorisJohnson is opting for sound bites over sound judgment!

110k &amp; rising!

Next election I’m holding @CSkidmoreUK responsible 
#COVID19 #ToryCovidCatastrophe https://t.co/A8e0OOtfFs"	Not where I want to be	105
MarcellaMoiraR	2021-02-08 17:48:46	Happy Monday.. This NPR story is interesting.   I am of the solitary view that the origin of #Covid19 is not #China but #India https://t.co/LVMlfp2vTY	Lisbon, California 	1
TruthSe91901515	2021-02-08 17:48:45	"@MeganatLFPress Why isn't the committee chair Ward 5 councillor  Cassidy following #ldnont city hall #Mayor Covid19 surgical mask mandate #CouncilChamber 

What's one more Code of Conduct violation #AfterAll<U+0001F447> 
Cassidy #LPSB violated Code of Conduct 3 times - Integrity Commissioner Greg Stewart https://t.co/bSGtpX7fw2"	""	12
MatthewPMcAllis	2021-02-08 17:48:40	Hearing about friends and family getting the #Covid19 #vaccine is doing my heart good!	State College, PA	378
LaoTzu5	2021-02-08 17:45:37	"Captain Sir Major Tom RIP went on holiday. 

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News"	England, UK	313
LaoTzu5	2021-02-08 17:41:13	"Professor Van Tam:  ""Think of it like a onion. As we peel each layer off, we get. Ever. Closer. To the sweet centre made of chocolate""

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News"	England, UK	313
LaoTzu5	2021-02-08 17:31:34	"Dr Nikki Kanani in more idealistic pre-#CoronaVirus days.
And after a year of tortured discussions with LMH MP.

#COVID19  #R4Today #WATO #dailybriefing @SkyNews #C4News 

           BEFORE                                                           AFTER https://t.co/DqwjcJsSij"	England, UK	313
LaoTzu5	2021-02-08 17:44:31	"Meanwhile, over in Brussels. Companies are being politely asked to expand vaccine manufacturing at scale. The scale has not been defined. We think #Bb #Minor will be appropriate.

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News https://t.co/sVCsuc3E2b"	England, UK	313
LaoTzu5	2021-02-08 17:34:58	"Professor Van Tam is not scared. Despite headlines about people unable to breathe:  He. is. sure. footed. and. clear. 

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News https://t.co/WD62XHXzGd"	England, UK	313
LaoTzu5	2021-02-08 17:48:38	"HE'S A FUCKNG IDIOT!   .... there, tweeted it. 

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News"	England, UK	313
LaoTzu5	2021-02-08 17:39:41	"@DebbieBlackma14 @SkyNews You can always rely on JVT <U+0001F64F><U+0001F3FE><U+0001F44F><U+0001F3FE><U+0001F44F><U+0001F3FE><U+0001F44F><U+0001F3FE> We.  Rely.  On.  J  ... V  ... T.

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News"	England, UK	313
DeshGujarat	2021-02-08 17:48:38	Colleges across Gujarat further reopen today after prolong suspension of classes in connection with Covid19 pandemic https://t.co/ub4QaAOBuI	Gujarat, India	439151
LMFMRADIO	2021-02-08 17:48:38	NEWS: 829 new cases of #COVID19 were recorded today and six additional deaths. https://t.co/K1i0A9KOyX	Louth & Meath	22545
AirportInd_News	2021-02-08 17:48:28	"The Passenger Reconciliation System from @MY_Airports and @MAS maximises passenger convenience while focusing on safe travel.

https://t.co/b6QVHpNRpM #airports #news #Malaysia #KualaLumpur #KLIA #coronavirus #COVID19 #safety #airport #travel"	Exeter	102
MarcyMeyer92	2021-02-08 17:48:27	#Win $25 Amazon #BookTour #Giveaway #BookBoost #Literary #Fiction #Covid19 #ASimpleJob #KellyKenyon https://t.co/chC6dYVAih	""	1393
DanielSSchearf	2021-02-08 17:48:22	The Clan Acrobats have been entertaining motorists stuck in #Nairobi traffic with juggling, balancing, and tumbling. @MukelwaH reports for @VOANews. #Kenya #COVID19  https://t.co/I5OfovDzZ9	Nairobi, Kenya	2786
Alkaiyat_MO	2021-02-08 17:48:17	"One more paper about the effect of #covid19 on #cancer #care. An in-depth look from #Iraq.

I am glad to be part of such a professional team 

https://t.co/hrnbfUfRvl https://t.co/veaYYi4FrG"	<U+062F><U+0631><U+0628> <U+0627><U+0644><U+062A><U+0628><U+0627><U+0646><U+0629>	346
JohnReid16	2021-02-08 17:48:16	"NIESR slashes UK growth forecast amid Covid-19 second wave

The article talks about 2.5 million unemployed by the end of 2021. 

#Covid19 #Brexit  https://t.co/gbJDTJewci"	Taupo District, New Zealand	1580
bfitzinAR	2021-02-08 17:48:16	"Single dad, unemployed due to COVID19, needs help getting himself &amp; 3 y.o. son through this terrible time. Pls boost. &amp; help if you can.

#HelpFolksLive2021 https://t.co/orFD40hxGR"	""	930
RedFMNews	2021-02-08 17:48:15	"#Covid19 update:

- 829 newly confirmed cases.

- 6 additional deaths.

- 36 new cases in Cork.

- As of 8am, 1,212 COVID-19 patients are hospitalised, of which 176 are in ICU.

More on RedFM News at 6pm."	Cork	19997
shossy2	2021-02-08 17:48:12	@tedlieu He wanted to overthrow the election results &amp; stated that COVID19 was a hoax. Real hard to drum up a  lot of sympathy here	""	36369
Toughone6	2021-02-08 17:48:08	@MarshaBlackburn @AmbCuiTiankai It is possible that #Covid19 originated in China, or in USA, or in UK, or anywhere. As much as #DonaldTrump harassed with derogatory names for the virus, #MarshaBlackburn should not be surprised that every country wants to investigate US for that. US intelligence should also.	""	58
jryan19892	2021-02-08 17:48:07	@velvetrevulva88 Did he get tested for Covid19? It is known to cause heart attacks and stroke.	Canada	639
waitsandco	2021-02-08 17:48:07	Hopefully @GovAbbott will take this seriously, and quit trying to open up Texas too soon. Learn from the lessons of those that have died. Texans need assistance, not blanket openings.... #covid19 #Texas https://t.co/19zSTyvyzN	United States	127
Littlemo1949	2021-02-08 17:48:06	Yeah getting my covid19 vaccination on Wednesday made up <U+0001F970>	Seahouses,Northumberland	80
AnetaRasphberry	2021-02-08 17:48:04	Last week I got headache, I thought I'm getting weaker because I feel bored in my 5 days off in the row. I kick myself and run over 20miles during weekend, plus everyday beep test level 11. Today I was positive covid19 tested. All my heart is  with my fire service process. https://t.co/lNUakvyR62	Farnham, England	41
ozgarcia	2021-02-08 17:48:00	New #covid19 drug may show promise. https://t.co/ut9xLydwAU #health	New York, NY 10023	2056
southeastlep	2021-02-08 17:48:00	"Businesses that took out #BounceBackLoans to get through #Covid19 will now have greater flexibility to repay the loans as Chancellor announces Pay as You Grow repayment options
https://t.co/9nZqtbGRyR"	South East	5965
WRCB	2021-02-08 17:48:00	COVID-19 in ALABAMA: Monday, the Alabama Department of Public Health reported 473,348 COVID-19 cases statewide and 8,523 deaths.https://t.co/8Lc5xVAnOU	Chattanooga, TN	105023
Matelot1325	2021-02-08 17:47:55	"On point. #Ontario is in the grip of fear porn. Pushed by those feeding off it with full pay at expense of those who have lost their income to scaremongering. Politicians should suspend their own pay (retroactive back 6 months) to know how it feels
 
#covid19 #lockdown #Canada https://t.co/dJIRJ2QvaX"	At sea	91
MountSinaiNYC	2021-02-08 17:47:55	Dr. Robert Lebovics discusses the treatment of #autoimmune and airway #diseases, and the impact of #COVID19: https://t.co/XmTjEQyRoy https://t.co/w7TgxoHUgr	New York, NY	86242
fiebiePup	2021-02-08 17:47:53	@ShanMoff @HeidiPierce6 @Siviwe_G @Our_DA Actor Louis Gossett Jr’s testimony on how #Ivermectin assisted his recovery from #COVID19 … We shouldn’t be held hostage by pharmaceutical companies who’s experimental vaccine offers nothing more than $ billions in profit for them while we still have to distance and mask up! https://t.co/bkswtSI8Y4	South Africa	879
gtlem	2021-02-08 17:47:50	"When men in the media complain about the Vaccine

Just send them this gif about Moderna

#cdnpoli #covid19 https://t.co/hNb6AWwZIY"	Scarborough Village, Toronto	8259
valleystar	2021-02-08 17:47:49	Some @TSTCHarlingen students volunteered their time and skills during a #COVID19 vaccine distribution. #rgv https://t.co/RB1veb4NIt https://t.co/G7oh8EHMEO	Harlingen, Texas	13061
Esri	2021-02-08 17:47:42	Join Dr. @EsteGeraghty, Esri Chief Medical Officer for a live Twitter chat with @Reuters on #COVID19 vaccines. Tune in tomorrow at 2 p.m. ET. #AskReuters https://t.co/Gudme6idI2	Redlands, CA	183334
CheapsideBA	2021-02-08 17:47:29	"This government drive to increase workplace #covid19 testing is good news for London businesses that remain open. Rapid workplace testing could be an important tool for businesses as recovery gets underway - we hope to see it continue beyond lockdown.
https://t.co/qtbqEaJv93"	City of London, London	348
loiskeller	2021-02-08 17:47:27	Did #RonWright get the vaccine? Did he refuse a mask on Jan 6th? Without judgement these are questions that we deserve answers to. #COVID19	studio city, California	2385
ConsueloBurrito	2021-02-08 17:47:26	"Rep Ron White is the first member of Congress to die in offices from COVID19.
https://t.co/K4nRjzjne7 https://t.co/qnpgWYRX6F"	NW Washington	365
pdamerica	2021-02-08 17:47:26	"By @DrBillH, PDA Healthcare Human Rights, Coordinator – Progressive Democrats of America 

#COVID19 #MedicareForAll is #HealthcareJustice https://t.co/1wyw6Z91IC"	Washington, DC	12375
EugestShirley	2021-02-08 17:47:26	"Am I evil for feeling more sorry for the people his foolish COVID19 policies harmed than for him?
https://t.co/8gYKH9keBe"	Hanover	3705
EugestShirley	2021-02-08 17:46:01	"@DrEricDing 
This sadly, was a COVID19 denier.
https://t.co/zkRb9smgWi"	Hanover	3705
BethOttawa	2021-02-08 17:47:24	"@katij @ameliefab @EmilyWisemanPhD @kbowds @EllaIninahazwe @ayshazb @S_J_McBride @maximem Slam dunk answer: 'care' economy 
#COVID19 has revealed all the unpaid/invisible work that goes in inside homes &amp; is unevenly distributed
Linked are the stats on how women make up the majority of the care workers (nurses, personal support workers, etc.) around the world #IWD2021"	Ottawa	3543
mcsosheriffAL	2021-02-08 17:47:13	"Please do not post a photo of your vaccination card on social media. Your vaccine card indicates your name, DOB, and other personal information. You could be a victim of identity theft. 
#wecareaboutyou
#COVID19
#covidvaccine2021
#dontbeavictim https://t.co/07NW8MWFi7"	Huntsville, Alabama	6840
AUTM	2021-02-08 17:47:03	Attending AUTM’s Annual Meeting March 15-18 is always a great idea for #techtransfer professionals. But in the wake of #COVID19, it’s never been more important for your office - or your career. Here’s a guide to help you convince your boss: https://t.co/7lzm96jjbt #AUTM21 https://t.co/t5UCtq60ds	Oakbrook Terrace, IL	5459
FWWMagazine	2021-02-08 17:30:11	We talk to David Bryan at BM&amp;T about #reorganisation and #growth strategies in 2021 as the #COVID19 continues to cause chaos. Read David’s thoughts here: https://t.co/DOg46wL33I https://t.co/6pwqLoqA7c	Birmingham, England	1557
FWWMagazine	2021-02-08 17:47:02	"Anti-Money Laundering in South Africa. Read the thoughts of Dean Friedman from @KPMG_SA in @FWWMagazine latest InDepth Feature here; https://t.co/ATcL33U0YE

#covid19 #Financialcrimes #Fraud #AML #Taxevasion #Southafrica https://t.co/B5gVl7l1Rt"	Birmingham, England	1557
SupplyChainUS	2021-02-08 17:47:02	".@pfizer gets boost from #DPA, adds suppliers to make 2B #vaccine doses. Find out more at: https://t.co/vRA1W29K80

--
#supplychain #coldchain #manufacturing #COVID19"	Virtual	1382
